(0.1, 0.0, 0.4)(41.6, 289.9, 11.7)
(0.1, 0.0, 0.4)(41.6, 289.9, 11.7)
(0.1, 0.0, 0.4)(29.0, 288.2, 14.3)
(0.1, 0.0, 0.4)(23.0, 283.4, 8.7)
(0.1, 0.0, 0.4)(30.2, 288.9, 17.3)
(0.1, 0.0, 0.4)(31.9, 289.2, 17.2)
(0.1, 0.0, 0.4)(34.1, 289.0, 16.9)
(0.1, 0.0, 0.4)(34.9, 287.7, 15.1)
(0.1, 0.0, 0.4)(40.5, 287.3, 11.6)
(0.1, 0.0, 0.4)(37.5, 288.1, 14.3)
(0.1, 0.0, 0.4)(35.8, 288.5, 15.2)
(0.1, 0.0, 0.4)(36.3, 286.9, 12.2)
(0.1, 0.0, 0.4)(36.3, 289.8, 17.2)
(0.1, 0.0, 0.4)(36.7, 289.8, 16.8)
(0.1, 0.0, 0.4)(43.1, 286.2, 8.8)
(0.1, 0.0, 0.4)(37.5, 288.2, 14.9)
(0.1, 0.0, 0.4)(38.2, 289.9, 16.9)
(0.1, 0.0, 0.4)(37.3, 289.3, 15.7)
(0.1, 0.0, 0.4)(37.9, 288.8, 14.8)
(0.1, 0.0, 0.4)(37.9, 288.8, 14.8)
(0.1, 0.0, 0.4)(38.9, 239.3, 176.7)
(0.1, 0.0, 0.4)(31.5, 240.0, 171.3)
(0.1, 0.0, 0.4)(32.7, 292.1, 18.7)
(0.1, 0.0, 0.4)(31.0, 290.8, 13.8)
(0.1, 0.0, 0.4)(29.4, 292.1, 15.0)
(0.1, 0.0, 0.4)(29.4, 292.1, 15.0)
(0.1, 0.0, 0.4)(31.2, 293.6, 14.2)
(0.1, 0.0, 0.4)(30.4, 294.5, 18.8)
(0.1, 0.0, 0.4)(30.0, 291.3, 13.2)
(0.1, 0.0, 0.4)(29.8, 292.9, 12.7)
(0.1, 0.0, 0.4)(29.8, 292.9, 12.7)
(0.1, 0.0, 0.4)(331.2, 127.6, 156.7)
(0.1, 0.0, 0.4)(331.2, 127.6, 156.7)
(0.1, 0.0, 0.4)(331.2, 127.6, 156.7)
(0.1, 0.0, 0.4)(28.0, 294.4, 13.0)
(0.1, 0.0, 0.4)(29.5, 296.3, 16.8)
(0.1, 0.0, 0.4)(26.5, 294.6, 15.4)
(0.1, 0.0, 0.4)(26.5, 294.3, 20.4)
(0.1, 0.0, 0.4)(30.6, 295.7, 19.6)
(0.1, 0.0, 0.4)(30.6, 293.6, 14.4)
(0.1, 0.0, 0.4)(28.2, 293.9, 17.8)
(0.1, 0.0, 0.4)(29.6, 294.5, 15.5)
(0.1, 0.0, 0.4)(26.9, 293.5, 14.6)
(0.1, 0.0, 0.4)(26.3, 293.4, 14.3)
(0.1, 0.0, 0.4)(14.3, 286.0, 6.7)
(0.1, 0.0, 0.4)(12.3, 285.2, 5.2)
(0.1, 0.0, 0.4)(22.4, 292.5, 14.5)
(0.1, 0.0, 0.4)(23.4, 291.4, 13.6)
(0.1, 0.0, 0.4)(23.1, 292.6, 14.3)
(0.1, 0.0, 0.4)(23.1, 292.9, 14.1)
(0.1, 0.0, 0.4)(25.1, 292.9, 12.3)
(0.1, 0.0, 0.4)(22.9, 292.3, 11.1)
(0.1, 0.0, 0.4)(22.0, 294.6, 11.3)
(0.1, 0.0, 0.4)(21.0, 293.6, 10.0)
(0.1, 0.0, 0.4)(20.1, 293.8, 8.4)
(0.1, 0.0, 0.4)(18.4, 294.0, 9.0)
(0.1, 0.0, 0.4)(18.2, 294.1, 11.0)
(0.1, 0.0, 0.4)(14.1, 294.4, 9.7)
(0.1, 0.0, 0.4)(14.8, 294.0, 9.6)
(0.1, 0.0, 0.4)(15.7, 293.5, 8.5)
(0.1, 0.0, 0.4)(15.3, 293.2, 7.6)
(0.1, 0.0, 0.4)(16.1, 295.3, 11.3)
(0.1, 0.0, 0.4)(13.5, 295.0, 6.2)
(0.1, 0.0, 0.4)(9.7, 296.2, 6.2)
(0.1, 0.0, 0.4)(9.7, 298.3, 3.3)
(0.1, 0.0, 0.4)(8.3, 297.8, 0.1)
(0.1, 0.0, 0.4)(346.2, 293.3, 353.4)
(0.1, 0.0, 0.4)(4.6, 297.2, 1.7)
(0.1, 0.0, 0.4)(10.0, 298.1, 358.3)
(0.1, 0.0, 0.4)(13.3, 298.6, 359.1)
(0.1, 0.0, 0.4)(11.2, 299.6, 2.0)
(0.1, 0.0, 0.4)(14.4, 302.9, 4.5)
(0.1, 0.0, 0.4)(15.1, 305.0, 6.8)
(0.1, 0.0, 0.4)(16.6, 307.9, 12.1)
(0.1, 0.0, 0.4)(20.8, 310.6, 7.8)
(0.1, 0.0, 0.4)(22.2, 314.6, 13.8)
(0.1, 0.0, 0.4)(25.8, 316.4, 12.5)
(0.1, 0.0, 0.4)(25.6, 319.3, 14.5)
(0.1, 0.0, 0.4)(23.8, 317.5, 13.8)
(0.1, 0.0, 0.4)(33.7, 319.3, 12.9)
(0.1, 0.0, 0.4)(29.3, 320.3, 13.5)
(0.1, 0.0, 0.4)(30.9, 324.1, 19.5)
(0.1, 0.0, 0.4)(29.8, 323.3, 17.3)
(0.1, 0.0, 0.4)(29.9, 327.2, 24.8)
(0.1, 0.0, 0.4)(41.6, 329.4, 16.8)
(0.1, 0.0, 0.4)(31.3, 329.7, 24.1)
(0.1, 0.0, 0.4)(31.8, 332.5, 26.7)
(0.1, 0.0, 0.4)(31.8, 332.5, 26.7)
(0.1, 0.0, 0.4)(33.2, 332.5, 26.0)
(0.1, 0.0, 0.4)(37.4, 334.7, 22.0)
(0.1, 0.0, 0.4)(33.8, 331.7, 26.1)
(0.1, 0.0, 0.4)(36.9, 332.9, 26.9)
(0.1, 0.0, 0.4)(36.0, 330.5, 24.1)
(0.1, 0.0, 0.4)(35.3, 329.4, 23.0)
(0.1, 0.0, 0.4)(39.0, 329.6, 20.2)
(0.1, 0.0, 0.4)(30.8, 335.9, 26.5)
(0.1, 0.0, 0.4)(31.1, 341.2, 25.0)
(0.1, 0.0, 0.4)(30.4, 346.1, 25.7)
(0.1, 0.0, 0.4)(31.4, 351.8, 26.6)
(0.1, 0.0, 0.4)(44.6, 306.9, 188.9)
(0.1, 0.0, 0.4)(33.7, 355.9, 26.5)
(0.1, 0.0, 0.4)(37.6, 357.5, 25.7)
(0.1, 0.0, 0.4)(35.0, 357.1, 25.8)
(0.1, 0.0, 0.4)(37.8, 1.2, 27.7)
(0.1, 0.0, 0.4)(37.8, 1.2, 27.7)
(0.1, 0.0, 0.4)(45.0, 309.1, 182.6)
(0.1, 0.0, 0.4)(38.5, 305.6, 178.4)
(0.1, 0.0, 0.4)(39.0, 359.5, 28.4)
(0.1, 0.0, 0.4)(39.0, 359.5, 28.4)
(0.1, 0.0, 0.4)(37.4, 305.4, 179.1)
(0.1, 0.0, 0.4)(325.2, 106.6, 352.8)
(0.1, 0.0, 0.4)(41.5, 355.6, 16.0)
(0.1, 0.0, 0.4)(39.3, 358.5, 22.2)
(0.1, 0.0, 0.4)(35.2, 314.9, 188.0)
(0.1, 0.0, 0.4)(33.5, 4.2, 23.9)
(0.1, 0.0, 0.4)(45.3, 320.6, 191.5)
(0.1, 0.0, 0.4)(46.7, 321.8, 192.6)
(0.1, 0.0, 0.4)(43.2, 5.3, 19.6)
(0.1, 0.0, 0.4)(37.4, 6.1, 26.4)
(0.1, 0.0, 0.4)(38.3, 319.0, 178.7)
(0.1, 0.0, 0.4)(42.2, 321.7, 185.4)
(0.1, 0.0, 0.4)(31.5, 8.5, 25.3)
(0.1, 0.0, 0.4)(326.5, 114.1, 352.9)
(0.1, 0.0, 0.4)(45.7, 332.4, 197.3)
(0.1, 0.0, 0.4)(34.2, 11.2, 29.8)
(0.1, 0.0, 0.4)(46.1, 328.0, 193.2)
(0.1, 0.0, 0.4)(34.5, 14.3, 32.1)
(0.1, 0.0, 0.4)(35.9, 9.2, 27.5)
(0.1, 0.0, 0.4)(34.6, 9.7, 28.6)
(0.1, 0.0, 0.4)(34.4, 10.2, 30.6)
(0.1, 0.0, 0.4)(34.2, 12.9, 27.5)
(0.1, 0.0, 0.4)(30.4, 354.6, 9.0)
(0.1, 0.0, 0.4)(31.6, 12.6, 28.2)
(0.1, 0.0, 0.4)(30.6, 12.7, 27.8)
(0.1, 0.0, 0.4)(33.8, 13.1, 27.6)
(0.1, 0.0, 0.4)(33.9, 14.0, 25.3)
(0.1, 0.0, 0.4)(35.1, 11.1, 21.3)
(0.1, 0.0, 0.5)(34.2, 12.5, 23.6)
(0.1, 0.0, 0.5)(32.1, 12.3, 20.3)
(0.1, 0.0, 0.5)(32.6, 16.4, 24.5)
(0.1, 0.0, 0.5)(30.6, 21.3, 24.3)
(0.1, 0.0, 0.5)(31.5, 24.2, 24.3)
(0.1, 0.0, 0.5)(32.1, 25.1, 23.8)
(0.1, 0.0, 0.5)(32.1, 25.1, 23.8)
(0.1, 0.0, 0.5)(34.8, 29.6, 24.2)
(0.1, 0.0, 0.5)(36.1, 27.9, 23.7)
(0.1, 0.0, 0.5)(41.7, 343.8, 187.2)
(0.1, 0.0, 0.5)(36.2, 29.0, 23.3)
(0.1, 0.0, 0.5)(28.3, 341.4, 178.4)
(0.1, 0.0, 0.5)(24.7, 335.2, 175.1)
(0.1, 0.0, 0.5)(40.4, 347.3, 188.2)
(0.1, 0.0, 0.5)(37.9, 345.2, 186.3)
(0.1, 0.0, 0.5)(29.9, 28.8, 19.9)
(0.1, 0.0, 0.5)(38.3, 25.6, 13.1)
(0.1, 0.0, 0.5)(325.0, 141.7, 337.3)
(0.1, 0.0, 0.5)(30.4, 24.9, 19.1)
(0.1, 0.0, 0.5)(31.0, 28.1, 24.1)
(0.1, 0.0, 0.5)(32.6, 27.5, 20.6)
(0.1, 0.0, 0.5)(30.7, 27.2, 17.8)
(0.1, 0.0, 0.5)(28.0, 26.5, 16.2)
(0.1, 0.0, 0.5)(29.4, 27.3, 20.3)
(0.1, 0.0, 0.5)(31.9, 27.3, 19.7)
(0.1, 0.0, 0.5)(31.1, 27.0, 21.2)
(0.1, 0.0, 0.5)(31.2, 25.2, 18.5)
(0.1, 0.0, 0.5)(34.5, 27.8, 23.8)
(0.1, 0.0, 0.5)(36.7, 27.1, 24.7)
(0.1, 0.0, 0.5)(337.9, 134.9, 348.0)
(0.1, 0.0, 0.5)(325.4, 136.7, 348.4)
(0.1, 0.0, 0.5)(32.2, 17.8, 18.7)
(0.1, 0.0, 0.5)(32.6, 21.5, 19.7)
(0.1, 0.0, 0.5)(332.0, 210.4, 149.8)
(0.1, 0.0, 0.5)(332.0, 210.4, 149.8)
(0.1, 0.0, 0.5)(342.2, 207.6, 146.5)
(0.1, 0.0, 0.5)(342.2, 207.6, 146.5)
(0.1, 0.0, 0.5)(29.9, 20.2, 25.7)
(0.1, 0.0, 0.5)(34.1, 17.0, 17.9)
(0.1, 0.0, 0.5)(33.3, 17.6, 18.2)
(0.1, 0.0, 0.5)(32.1, 14.3, 17.9)
(0.1, 0.0, 0.5)(29.4, 10.2, 10.9)
(0.1, 0.0, 0.5)(30.5, 11.9, 12.8)
(0.1, 0.0, 0.5)(28.8, 11.6, 10.7)
(0.1, 0.0, 0.5)(27.1, 12.6, 11.3)
(0.1, 0.0, 0.5)(31.7, 13.4, 14.3)
(0.1, 0.0, 0.5)(33.1, 12.4, 12.8)
(0.1, 0.0, 0.5)(33.1, 12.4, 12.8)
(0.1, 0.0, 0.5)(32.0, 10.9, 13.3)
(0.1, 0.0, 0.5)(32.2, 13.8, 19.7)
(0.1, 0.0, 0.5)(26.8, 8.6, 11.2)
(0.1, 0.0, 0.5)(26.0, 11.8, 12.5)
(0.1, 0.0, 0.5)(25.1, 11.5, 12.0)
(0.1, 0.0, 0.5)(29.6, 331.7, 186.8)
(0.1, 0.0, 0.5)(20.5, 14.6, 11.3)
(0.1, 0.0, 0.5)(342.8, 201.9, 167.2)
(0.1, 0.0, 0.5)(12.6, 6.6, 3.7)
(0.1, 0.0, 0.5)(22.1, 10.0, 5.0)
(0.1, 0.0, 0.5)(20.2, 12.4, 10.0)
(0.1, 0.0, 0.5)(18.5, 12.8, 10.4)
(0.1, 0.0, 0.5)(18.7, 13.2, 9.1)
(0.1, 0.0, 0.5)(30.6, 11.7, 356.5)
(0.1, 0.0, 0.5)(29.7, 12.9, 357.3)
(0.1, 0.0, 0.5)(23.3, 16.0, 10.5)
(0.1, 0.0, 0.5)(23.3, 16.8, 19.7)
(0.1, 0.0, 0.5)(2.7, 208.1, 159.5)
(0.1, 0.0, 0.5)(17.0, 16.9, 14.1)
(0.1, 0.0, 0.5)(25.6, 11.0, 359.0)
(0.1, 0.0, 0.5)(18.1, 21.7, 29.0)
(0.1, 0.0, 0.5)(18.6, 12.7, 13.2)
(0.1, 0.0, 0.5)(29.3, 11.4, 4.1)
(0.1, 0.0, 0.5)(342.6, 200.4, 161.5)
(0.1, 0.0, 0.5)(10.6, 1.5, 4.9)
(0.1, 0.0, 0.5)(18.6, 324.1, 192.7)
(0.1, 0.0, 0.5)(21.0, 4.5, 11.4)
(0.1, 0.0, 0.5)(17.9, 2.5, 8.7)
(0.1, 0.0, 0.5)(16.7, 3.0, 8.8)
(0.1, 0.0, 0.5)(11.1, 0.8, 6.5)
(0.1, 0.0, 0.5)(18.8, 359.1, 358.0)
(0.1, 0.0, 0.5)(10.3, 4.0, 6.2)
(0.1, 0.0, 0.5)(12.9, 4.0, 6.9)
(0.1, 0.0, 0.5)(15.8, 4.0, 8.6)
(0.1, 0.0, 0.5)(14.3, 0.6, 4.9)
(0.1, 0.0, 0.5)(20.3, 8.8, 8.6)
(0.1, 0.0, 0.5)(23.9, 10.6, 358.9)
(0.1, 0.0, 0.5)(15.7, 17.2, 8.4)
(0.1, 0.0, 0.5)(22.5, 18.3, 353.4)
(0.1, 0.0, 0.5)(11.0, 23.5, 8.0)
(0.1, 0.0, 0.5)(14.3, 26.9, 6.4)
(0.1, 0.0, 0.5)(13.5, 27.1, 3.0)
(0.1, 0.0, 0.5)(14.1, 29.8, 3.6)
(0.1, 0.0, 0.5)(13.2, 33.4, 4.0)
(0.1, 0.0, 0.5)(16.1, 356.3, 186.2)
(0.1, 0.0, 0.5)(19.4, 359.4, 183.6)
(0.1, 0.0, 0.5)(19.4, 359.4, 183.6)
(0.1, 0.0, 0.5)(17.4, 46.1, 11.4)
(0.1, 0.0, 0.5)(17.4, 46.1, 11.4)
(0.1, 0.0, 0.5)(17.4, 46.1, 11.4)
(0.1, 0.0, 0.5)(26.3, 59.9, 7.9)
(0.1, 0.0, 0.5)(23.7, 17.9, 174.5)
(0.1, 0.0, 0.5)(24.2, 63.9, 9.5)
(0.1, 0.0, 0.5)(24.2, 63.9, 9.5)
(0.1, 0.0, 0.5)(24.5, 71.6, 15.2)
(0.1, 0.0, 0.5)(26.6, 75.0, 19.9)
(0.1, 0.0, 0.5)(27.4, 72.6, 13.4)
(0.1, 0.0, 0.5)(27.2, 75.0, 18.5)
(0.1, 0.0, 0.5)(28.9, 75.1, 19.4)
(0.1, 0.0, 0.5)(32.4, 74.5, 16.9)
(0.1, 0.0, 0.5)(30.8, 74.5, 17.2)
(0.1, 0.0, 0.5)(29.1, 75.6, 16.8)
(0.1, 0.0, 0.5)(26.2, 74.9, 11.8)
(0.1, 0.0, 0.5)(353.9, 269.2, 151.2)
(0.1, 0.0, 0.5)(24.3, 74.8, 15.5)
(0.1, 0.0, 0.5)(23.5, 75.8, 20.1)
(0.1, 0.0, 0.5)(26.2, 74.9, 18.1)
(0.1, 0.0, 0.5)(26.2, 74.9, 18.1)
(0.1, 0.0, 0.5)(29.4, 75.7, 16.2)
(0.1, 0.0, 0.5)(28.4, 77.6, 22.1)
(0.1, 0.0, 0.5)(29.3, 79.9, 20.8)
(0.1, 0.0, 0.5)(29.3, 79.9, 20.8)
(0.1, 0.0, 0.5)(26.5, 83.8, 23.2)
(0.1, 0.0, 0.5)(29.8, 88.4, 25.0)
(0.1, 0.0, 0.5)(31.9, 88.2, 26.1)
(0.1, 0.0, 0.5)(33.1, 86.8, 18.2)
(0.1, 0.0, 0.5)(33.1, 86.8, 18.2)
(0.1, 0.0, 0.5)(33.1, 86.8, 18.2)
(0.1, 0.0, 0.5)(36.6, 87.5, 23.2)
(0.1, 0.0, 0.5)(41.1, 96.1, 31.6)
(0.1, 0.0, 0.5)(41.1, 96.1, 31.6)
(0.1, 0.0, 0.5)(334.6, 283.9, 138.0)
(0.1, 0.0, 0.5)(334.6, 283.9, 138.0)
(0.1, 0.0, 0.5)(30.1, 97.7, 28.5)
(0.1, 0.0, 0.5)(32.9, 99.3, 27.6)
(0.1, 0.0, 0.5)(326.2, 163.3, 200.7)
(0.1, 0.0, 0.5)(326.2, 163.3, 200.7)
(0.2, 0.0, 0.5)(323.7, 161.0, 207.9)
(0.2, 0.0, 0.5)(319.5, 220.7, 348.1)
(0.2, 0.0, 0.5)(319.7, 221.6, 347.4)
(0.2, 0.0, 0.5)(33.6, 54.8, 174.2)
(0.2, 0.0, 0.5)(33.1, 105.3, 18.2)
(0.2, 0.0, 0.5)(31.1, 56.9, 176.7)
(0.2, 0.0, 0.5)(30.0, 56.5, 176.2)
(0.2, 0.0, 0.5)(28.9, 108.0, 23.8)
(0.2, 0.0, 0.5)(33.6, 55.0, 176.1)
(0.2, 0.0, 0.5)(34.4, 55.4, 175.6)
(0.2, 0.0, 0.5)(37.1, 54.0, 173.1)
(0.2, 0.0, 0.5)(24.4, 326.1, 310.0)
(0.2, 0.0, 0.5)(347.5, 301.3, 138.1)
(0.2, 0.0, 0.5)(28.4, 55.4, 176.8)
(0.2, 0.0, 0.5)(28.4, 55.4, 176.8)
(0.2, 0.0, 0.5)(28.4, 55.4, 176.8)
(0.2, 0.0, 0.5)(353.0, 293.3, 151.6)
(0.2, 0.0, 0.5)(24.0, 95.3, 14.1)
(0.2, 0.0, 0.5)(24.3, 95.9, 14.5)
(0.2, 0.0, 0.5)(25.9, 94.3, 11.7)
(0.2, 0.0, 0.5)(29.3, 94.9, 12.7)
(0.2, 0.0, 0.5)(26.8, 95.3, 14.5)
(0.2, 0.0, 0.5)(24.1, 92.6, 10.0)
(0.2, 0.0, 0.5)(24.1, 92.6, 9.4)
(0.2, 0.0, 0.5)(22.0, 92.3, 8.9)
(0.2, 0.0, 0.5)(18.4, 90.2, 3.5)
(0.2, 0.0, 0.5)(18.5, 91.1, 4.9)
(0.2, 0.0, 0.5)(18.8, 89.6, 2.8)
(0.2, 0.0, 0.5)(17.5, 87.1, 0.2)
(0.2, 0.0, 0.5)(19.0, 90.2, 3.6)
(0.2, 0.0, 0.5)(20.4, 89.9, 2.6)
(0.2, 0.0, 0.5)(338.6, 167.6, 174.1)
(0.2, 0.0, 0.5)(16.3, 85.4, 358.2)
(0.2, 0.0, 0.5)(23.3, 329.6, 350.9)
(0.2, 0.0, 0.5)(338.4, 171.5, 168.0)
(0.2, 0.0, 0.5)(11.5, 41.4, 167.0)
(0.2, 0.0, 0.5)(23.9, 323.1, 349.6)
(0.2, 0.0, 0.5)(20.5, 77.9, 338.7)
(0.2, 0.0, 0.5)(12.3, 281.0, 184.1)
(0.2, 0.0, 0.5)(4.1, 82.0, 357.5)
(0.2, 0.0, 0.5)(6.8, 81.1, 352.9)
(0.2, 0.0, 0.5)(11.3, 80.1, 348.3)
(0.2, 0.0, 0.5)(1.6, 38.0, 179.0)
(0.2, 0.0, 0.5)(16.1, 70.3, 340.2)
(0.2, 0.0, 0.5)(1.2, 28.8, 178.3)
(0.2, 0.0, 0.5)(359.6, 62.1, 353.0)
(0.2, 0.0, 0.5)(358.8, 56.9, 352.2)
(0.2, 0.0, 0.5)(357.7, 54.6, 351.7)
(0.2, 0.0, 0.5)(357.8, 53.6, 348.0)
(0.2, 0.0, 0.5)(358.3, 52.0, 346.6)
(0.2, 0.0, 0.5)(3.2, 49.9, 342.2)
(0.2, 0.0, 0.5)(358.8, 50.7, 347.8)
(0.2, 0.0, 0.5)(4.5, 49.0, 342.3)
(0.2, 0.0, 0.5)(351.0, 51.5, 344.7)
(0.2, 0.0, 0.5)(1.2, 49.1, 341.9)
(0.2, 0.0, 0.5)(353.4, 50.9, 344.6)
(0.2, 0.0, 0.5)(6.5, 45.8, 328.6)
(0.2, 0.0, 0.5)(350.9, 51.1, 344.7)
(0.2, 0.0, 0.5)(352.2, 50.4, 342.3)
(0.2, 0.0, 0.5)(349.3, 51.1, 344.0)
(0.2, 0.1, 0.5)(6.5, 44.2, 329.9)
(0.2, 0.0, 0.5)(354.6, 49.3, 345.5)
(0.2, 0.1, 0.5)(353.3, 48.8, 343.9)
(0.2, 0.1, 0.5)(351.2, 49.7, 342.5)
(0.2, 0.1, 0.5)(350.6, 50.9, 344.0)
(0.2, 0.1, 0.5)(348.7, 50.6, 343.3)
(0.2, 0.1, 0.5)(349.7, 50.3, 338.4)
(0.2, 0.1, 0.5)(344.8, 51.2, 340.5)
(0.2, 0.1, 0.5)(345.0, 51.1, 344.7)
(0.2, 0.1, 0.5)(342.9, 57.0, 358.8)
(0.2, 0.1, 0.5)(345.9, 52.8, 0.5)
(0.2, 0.1, 0.5)(344.1, 51.9, 340.8)
(0.2, 0.1, 0.5)(343.5, 52.5, 339.1)
(0.2, 0.1, 0.5)(350.4, 49.5, 324.3)
(0.2, 0.1, 0.5)(338.5, 56.3, 338.3)
